Inflation,Population,Export,Import,GDP
3.0931351197642,46443190.40466262,135.6812883345,134.0948592709,1529853600000.0
3.0931351197642,40156174.958768986,135.6812883345,134.0948592709,1557435300000.0
3.0931351197642,40595369.97181235,135.6812883345,134.0948592709,1555508500000.0
3.0931351197642,41792537.261386566,135.6812883345,134.0948592709,1550256400000.0
