,PCA1,PCA2,PCA3,Cluster
0,0.20789434271868412,0.8105660409336916,0.32521141022345196,4
1,0.1417151241940755,1.0573999669732346,-0.3187665237087362,4
2,0.27296092769473423,0.37886944306296655,0.2427222567495526,4
3,-2.5079248633251003,-1.2478672695580246,0.3482410070368894,2
4,-2.5278689273891644,-0.8920597660756884,1.2416462224448974,2
5,4.457732734567159,-0.27192468259205416,1.0842813198293404,3
6,-1.8383279424070524,1.0190423055715567,0.7004388901774738,7
7,0.14218506664719444,1.0172187076444605,-0.45826339398544885,4
8,2.3557173412833383,0.3657205243313547,1.7725197729229514,3
9,3.4608997469347877,-0.8599125163842305,-0.7604677637190883,6
10,-2.46528619653534,-1.4076000869889747,0.8015765064443284,2
11,1.4153649575606502,-0.6034185117879549,-0.32473294453744744,1
12,1.23878749857561,0.4941634808730785,-0.4565477268946532,1
13,1.2828171361634628,0.3260443059072661,-0.0384929154833009,1
14,-0.4986179653387772,-1.6787228707066877,-1.4631499264617573,5
15,0.12588408583420518,1.250172572605166,0.0457343191371191,4
16,0.1279352776756495,1.2461663602639086,0.07982319388257601,4
17,-0.4059688975761939,-2.1467590295484764,-0.8770103336842002,5
18,-1.8445913240145377,0.9654205864706847,0.3168054460688767,7
19,-2.472924019182564,-1.4285818023506605,0.5274778159962952,2
20,3.471319303049897,-0.7378328005253718,-0.07785010723212434,6
21,4.466275527449525,-0.4270690351515454,0.6761197126526015,3
22,1.3774035757074308,-0.3877220281613571,-0.43434385204407205,1
23,0.1715779182982664,0.9253201103525924,-0.11299901331055119,4
24,0.14284896918289247,0.9468661066358338,-0.7016839821836446,4
25,0.11418147309986093,1.2141597943833227,-0.371097972478926,4
26,-2.5088621009448757,-1.0978223875738202,0.9054014955302331,2
27,2.2477150738066265,0.9393826494341603,1.2108843816903452,1
28,0.16253053953168095,0.8076013976691597,-0.7605068886763897,4
29,0.19268367959418775,0.9338863999596715,0.43743126291736173,4
30,1.1855917093933432,0.7303370287531937,-0.8224843989255223,1
31,4.466314801951281,-0.36520674146888454,0.9285707494037482,3
32,0.2100387479227357,0.6509285094467515,-0.23742495429315102,4
33,-0.4939997552199853,-1.4904910031404106,-0.7841215546677279,5
34,-3.84491579861806,0.44316780344228934,-0.9951704746357138,0
35,3.5807022410179354,-1.5707300264329773,-0.4288231959528311,6
36,-0.4962738666664426,-1.5876275315397645,-1.1526514290288146,5
37,0.13013222147936654,1.1553493390644256,-0.22000958111483349,4
38,0.17771596724441574,0.863878763805484,-0.20055053848230947,4
39,1.3282926901739542,-0.11424117794016131,-0.5900142941438887,1
40,-1.8677510979395757,1.068791313290001,0.16186436034654156,7
41,3.543163268107435,-1.1832737165112621,0.03346735822504186,6
42,1.1916626411339943,0.6954966893931968,-0.8100058718570294,1
43,4.482578501363658,-0.5484914296961586,0.6190507419756024,3
44,1.2748350558784538,0.22246354951229963,-0.6107454103737523,1
45,-2.484385456186566,-1.2154446744494805,1.071072948059413,2
46,3.5332188031818696,-1.222556870039467,-0.34799765235028307,6
47,3.447365685017495,-0.7477803732692105,-0.6801846103637011,6
48,0.20947832402101163,0.5962168341289388,-0.4542606503320395,4
49,0.1974410467733696,0.6908387603567178,-0.3848473748988591,4
50,-2.4581029379325945,-1.495973426214415,0.6405235442170448,2
51,-1.812997996346927,0.8427644058975717,0.6116130674658937,7
52,1.3314846399364773,-0.2413073053750464,-0.9683670078561705,1
53,1.2926534792860394,0.2911479356781733,0.06709799585070376,1
54,-2.492384364221094,-1.1387752472302375,1.1716832257886942,2
55,-1.895223827807895,1.252297533553552,0.23353666754841707,7
56,0.15730341861065833,1.0412263730267743,-0.009831383510464892,4
57,0.10477879630823139,1.2976271270821176,-0.27407709042611306,4
58,-1.8524673388931068,1.0154233662089585,0.3235576426962635,7
59,0.13392524879447443,1.1108826776745082,-0.299592919094347,4
60,-1.8782846308837162,1.2325254410002562,0.5848071933295509,7
61,2.309277797913689,0.5307014128256949,1.119652698542652,1
62,0.16858391423721208,1.0285804133732417,0.21560189132121088,4
63,-1.854747115307567,1.1626067423491322,1.0214391985533862,7
64,-3.700657097982234,-0.7107517705015953,-1.7921494100806847,0
65,1.3688904725924496,-0.36626277973326227,-0.5555678351982103,1
66,-2.556977837071902,-0.8816324772056483,0.5344325431157706,2
67,0.12689667322928777,1.0850897177957917,-0.5589395326994129,4
68,0.12367099817580662,1.2408908213441214,-0.04413623076016086,4
69,1.2475693866280628,0.3595905809796659,-0.7432526841176884,1
70,-0.5363103665284421,-1.2227616345327548,-0.8206085215451159,5
71,-2.4969233266278277,-1.2265858707223194,0.7037190809883077,2
72,-2.5364504512262664,-0.9848906813217277,0.6476342652073469,2
73,3.5798863837772283,-1.459909048374723,-0.06823723378095513,6
74,-0.4919461881902518,-1.6100503378565416,-1.1319319195872652,5
75,-2.4958313287250755,-1.1440350126635528,1.0590238779779455,2
76,0.15285395160087,1.0014765361107858,-0.26798277266057474,4
77,0.12902029652447533,1.1536408556091224,-0.2527693867527281,4
78,0.16641717932860933,1.0127621141301084,0.10033671304501342,4
79,-3.7784813842006955,0.11715391773275452,-0.6882329198347882,0
80,4.5637304197389525,-1.0850512143153175,0.6399695493227495,3
81,-2.491775072730703,-1.241195422453704,0.7773330152131775,2
82,-1.7847019886429414,0.7083518928882325,0.7818436667850532,7
83,-3.7107012162577195,-0.5490048638635149,-1.497548493690575,0
84,-3.836068421189475,0.470379625638231,-0.7087297551047311,0
85,-0.4822348318024474,-1.630874880789559,-0.9906586045453128,5
86,-1.870224703830708,1.1256135415777964,0.3315759300182467,7
87,-2.4770674631890053,-1.2669319554051857,1.0555015424239922,2
88,-2.4823234697562038,-1.2865953093204487,0.8405620807736539,2
89,4.475725568518495,-0.3847908886921366,1.1071546160579502,3
90,0.1425244031020343,1.0989378134829093,-0.1417003283481718,4
91,0.1204265381556966,1.1653762682394069,-0.40942181254339854,4
